"sample_f - RawData"
"Wavelength nm.","T%"
832.00,3.271
832.50,3.199
833.00,3.204
833.50,3.053
834.00,3.059
834.50,2.971
835.00,2.947
835.50,2.923
836.00,2.891
836.50,2.833
837.00,2.804
837.50,2.746
838.00,2.737
838.50,2.673
839.00,2.635
839.50,2.603
840.00,2.627
840.50,2.616
841.00,2.550
841.50,2.574
842.00,2.467
842.50,2.377
843.00,2.323
843.50,2.297
844.00,2.293
844.50,2.306
845.00,2.221
845.50,2.192
846.00,2.194
846.50,2.167
847.00,2.112
847.50,2.130
848.00,2.062
848.50,1.994
849.00,1.989
849.50,1.958
850.00,1.963
850.50,1.940
851.00,1.910
851.50,1.859
852.00,1.876
852.50,1.833
853.00,1.770
853.50,1.762
854.00,1.751
854.50,1.718
855.00,1.710
855.50,1.714
856.00,1.645
856.50,1.625
857.00,1.621
857.50,1.582
858.00,1.624
858.50,1.531
859.00,1.523
859.50,1.452
860.00,1.427
860.50,1.450
861.00,1.446
861.50,1.422
862.00,1.446
862.50,1.413
863.00,1.356
863.50,1.327
864.00,1.332
864.50,1.279
865.00,1.297
865.50,1.240
866.00,1.248
866.50,1.235
867.00,1.206
867.50,1.202
868.00,1.130
868.50,1.125
869.00,1.144
869.50,1.150
870.00,1.118
870.50,1.099
871.00,1.080
871.50,1.071
872.00,1.109
872.50,1.073
873.00,1.056
873.50,0.967
874.00,0.969
874.50,1.034
875.00,1.019
875.50,0.899
876.00,0.977
876.50,0.976
877.00,0.909
877.50,0.902
878.00,0.859
878.50,0.830
879.00,0.849
879.50,0.859
880.00,0.873
880.50,0.852
881.00,0.866
881.50,0.902
882.00,0.895
882.50,0.732
883.00,0.754
883.50,0.702
884.00,0.854
884.50,0.846
885.00,0.801
885.50,0.768
886.00,0.798
886.50,0.529
887.00,0.725
887.50,0.675
888.00,0.662
888.50,0.802
889.00,0.873
889.50,0.744
890.00,0.646
890.50,0.499
891.00,0.944
891.50,0.870
892.00,0.505
892.50,0.469
893.00,0.451
893.50,0.626
894.00,0.387
894.50,0.793
895.00,0.519
895.50,0.522
896.00,0.332
896.50,0.386
897.00,0.955
897.50,0.702
898.00,0.942
898.50,0.634
899.00,0.711
899.50,0.590
900.00,0.053
900.50,0.360
901.00,0.501
901.50,0.547
902.00,0.359
902.50,0.503
903.00,0.374
903.50,0.387
904.00,0.340
904.50,0.361
905.00,0.441
905.50,0.303
906.00,0.396
906.50,0.342
907.00,0.339
907.50,0.337
908.00,0.380
908.50,0.354
909.00,0.378
909.50,0.391
910.00,0.278
910.50,0.309
911.00,0.348
911.50,0.367
912.00,0.276
912.50,0.274
913.00,0.329
913.50,0.346
914.00,0.328
914.50,0.296
915.00,0.313
915.50,0.329
916.00,0.248
916.50,0.275
917.00,0.329
917.50,0.303
918.00,0.309
918.50,0.295
919.00,0.272
919.50,0.271
920.00,0.174
920.50,0.300
921.00,0.267
921.50,0.253
922.00,0.255
922.50,0.223
923.00,0.256
923.50,0.263
924.00,0.215
924.50,0.249
925.00,0.228
925.50,0.179
926.00,0.187
926.50,0.195
927.00,0.242
927.50,0.212
928.00,0.176
928.50,0.251
929.00,0.210
929.50,0.162
930.00,0.227
930.50,0.188
931.00,0.216
931.50,0.183
932.00,0.157
932.50,0.226
933.00,0.172
933.50,0.149
934.00,0.190
934.50,0.155
935.00,0.163
935.50,0.157
936.00,0.184
936.50,0.149
937.00,0.145
937.50,0.174
938.00,0.146
938.50,0.161
939.00,0.178
939.50,0.104
940.00,0.193
940.50,0.146
941.00,0.099
941.50,0.136
942.00,0.095
942.50,0.132
943.00,0.128
943.50,0.181
944.00,0.144
944.50,0.133
945.00,0.145
945.50,0.127
946.00,0.191
946.50,0.110
947.00,0.153
947.50,0.075
948.00,0.140
948.50,0.109
949.00,0.120
949.50,0.142
950.00,0.127
950.50,0.107
951.00,0.089
951.50,0.116
952.00,0.145
952.50,0.115
953.00,0.117
953.50,0.100
954.00,0.066
954.50,0.127
955.00,0.096
955.50,0.113
956.00,0.079
956.50,0.101
957.00,0.096
957.50,0.128
958.00,0.084
958.50,0.107
959.00,0.073
959.50,0.066
960.00,0.089
960.50,0.061
961.00,0.091
961.50,0.069
962.00,0.068
962.50,0.073
963.00,0.086
963.50,0.079
964.00,0.093
964.50,0.088
965.00,0.103
965.50,0.054
