"sample_e - RawData"
"Wavelength nm.","T%"
1020.00,32.352
1020.50,32.377
1021.00,32.419
1021.50,32.435
1022.00,32.464
1022.50,32.501
1023.00,32.531
1023.50,32.561
1024.00,32.597
1024.50,32.645
1025.00,32.694
1025.50,32.714
1026.00,32.748
1026.50,32.784
1027.00,32.807
1027.50,32.852
1028.00,32.870
1028.50,32.920
1029.00,32.935
1029.50,32.979
1030.00,33.039
1030.50,33.074
1031.00,33.095
1031.50,33.140
1032.00,33.227
1032.50,33.229
1033.00,33.265
1033.50,33.285
1034.00,33.321
1034.50,33.369
1035.00,33.405
1035.50,33.430
1036.00,33.449
1036.50,33.511
1037.00,33.557
1037.50,33.594
1038.00,33.635
1038.50,33.700
1039.00,33.706
1039.50,33.738
1040.00,33.811
1040.50,33.813
1041.00,33.883
1041.50,33.944
1042.00,33.954
1042.50,33.988
1043.00,34.016
1043.50,34.049
1044.00,34.117
1044.50,34.129
1045.00,34.175
1045.50,34.213
1046.00,34.247
1046.50,34.295
1047.00,34.317
1047.50,34.369
1048.00,34.388
1048.50,34.419
1049.00,34.466
1049.50,34.522
1050.00,34.539
1050.50,34.602
1051.00,34.629
1051.50,34.674
1052.00,34.712
1052.50,34.739
1053.00,34.792
1053.50,34.834
1054.00,34.860
1054.50,34.887
